Politician,Date from,Date to,Location,Details,No. of nights,Rate,Spouse,Amount,url
FARRELL Don,1-Feb-12,1-Feb-12,Melbourne,Parliamentary Secretary - Official  Business,1,424,,424,28http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/FARRELL_Don.pdf5FARRELL Don
FISHER Mary Jo,1-Feb-12,1-Feb-12,Melbourne,Environment and Communications,1,354,,354,19http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/FISHER_Mary_Jo.pdf5FISHER Mary Jo
HOCKEY Joe,1-Feb-12,1-Feb-12,Canberra,Shadow Minister - Official Business,1,253,,253,19http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/HOCKEY_Joe.pdf5HOCKEY Joe
JOYCE Barnaby,1-Feb-12,1-Feb-12,Canberra,Shadow Minister - Official Business,1,253,,253,61http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/JOYCE_Barnaby.pdf5JOYCE Barnaby
KATTER Bob,1-Feb-12,1-Feb-12,Mission Beach,Electorate Business,1,240,,240,40http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/KATTER_Bob.pdf5KATTER Bob
KEENAN Michael,1-Feb-12,1-Feb-12,Brisbane,Shadow Minister - Official Business,1,371,,371,26http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/KEENAN_Michael.pdf5KEENAN Michael
LAMING Andrew,1-Feb-12,1-Feb-12,Cairns,Shadow Minister - Official Business,1,89,,89,61http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/LAMING_Andrew.pdf5LAMING Andrew
MACDONALD Ian,1-Feb-12,1-Feb-12,Sydney,Shadow Minister - Official Business,1,363,,363,26http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/MACDONALD_Ian.pdf5MACDONALD Ian
MACFARLANE Ian,1-Feb-12,1-Feb-12,Canberra,Shadow Minister - Official Business,1,253,,253,19http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/MACFARLANE_Ian.pdf5MACFARLANE Ian
MASON Brett,1-Feb-12,1-Feb-12,Melbourne,Education Employment and  Workplace Relations,1,354,,354,41http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/MASON_Brett.pdf5MASON Brett
MCKENZIE Bridget,1-Feb-12,2-Feb-12,Melbourne,Education Employment and  Workplace Relations,2,354,,708,55http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/MCKENZIE_Bridget.pdf5MCKENZIE Bridget
MORRISON Scott,1-Feb-12,1-Feb-12,Canberra,Parliamentary Political Party  Meeting,1,253,,253,34http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/MORRISON_Scott.pdf5MORRISON Scott
NEVILLE Paul,1-Feb-12,1-Feb-12,Canberra,Parliamentary Political Party  Meeting,1,253,,253,20http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/NEVILLE_Paul.pdf5NEVILLE Paul
ROBB Andrew,1-Feb-12,1-Feb-12,Canberra,Shadow Minister - Official Business,1,253,,253,19http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ROBB_Andrew.pdf5ROBB Andrew
RUDDOCK Philip,1-Feb-12,1-Feb-12,Canberra,Shadow Minister - Official Business,1,253,,253,26http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/RUDDOCK_Philip.pdf5RUDDOCK Philip
SINGH Lisa,1-Feb-12,2-Feb-12,Melbourne,Environment and Communications,2,354,,708,19http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/SINGH_Lisa.pdf5SINGH Lisa
SMITH Tony,1-Feb-12,1-Feb-12,Canberra,Shadow Minister - Official Business,1,253,,253,26http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/SMITH_Tony.pdf5SMITH Tony
SWAN Wayne,1-Feb-12,1-Feb-12,Cairns,Minister - Official Business,1,349,,349,40http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/SWAN_Wayne.pdf5SWAN Wayne
THISTLETHWAITE Matthew,1-Feb-12,2-Feb-12,Melbourne,Education Employment and  Workplace Relations,2,354,,708,20http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/THISTLETHWAITE_Matthew.pdf5THISTLETHWAITE Matthew
TURNBULL Malcolm,1-Feb-12,1-Feb-12,Canberra,Parliamentary Political Party  Meeting,1,253,,253,20http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/TURNBULL_Malcolm.pdf5TURNBULL Malcolm
ALBANESE Anthony,2-Feb-12,2-Feb-12,Brisbane,Minister - Official Business,1,395,,395,40http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ALBANESE_Anthony.pdf5ALBANESE Anthony
BACK Chris,2-Feb-12,2-Feb-12,Melbourne,Education Employment and  Workplace Relations,1,354,,354,35http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BACK_Chris.pdf5BACK Chris
BISHOP Julie,2-Feb-12,2-Feb-12,Adelaide,Office Holder - Official Business,1,368,,368,47http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BISHOP_Julie.pdf5BISHOP Julie
CASH Michaelia,2-Feb-12,2-Feb-12,Hobart,Shadow Minister - Official Business,1,305,,305,40http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/CASH_Michaelia.pdf5CASH Michaelia
COLLINS Julie,2-Feb-12,2-Feb-12,Launceston,Electorate Business,1,349,,349,35http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/COLLINS_Julie.pdf5COLLINS Julie
COULTON Mark,2-Feb-12,2-Feb-12,Dubbo,Electorate Business,1,264,,264,40http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/COULTON_Mark.pdf5COULTON Mark
FARRELL Don,2-Feb-12,3-Feb-12,Bathurst,Parliamentary Secretary - Official  Business,2,349,,698,36http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/FARRELL_Don.pdf5FARRELL Don
FISHER Mary Jo,2-Feb-12,2-Feb-12,Melbourne,Education Employment and  Workplace Relations,1,354,,354,27http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/FISHER_Mary_Jo.pdf5FISHER Mary Jo
GEORGANAS Steve,2-Feb-12,2-Feb-12,Melbourne,Migration,1,354,,354,26http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/GEORGANAS_Steve.pdf5GEORGANAS Steve
HUMPHRIES Gary,2-Feb-12,2-Feb-12,Sydney,Shadow Minister - Official Business,1,363,,363,33http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/HUMPHRIES_Gary.pdf5HUMPHRIES Gary
JOYCE Barnaby,2-Feb-12,2-Feb-12,Melbourne,Shadow Minister - Official Business,1,354,,354,68http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/JOYCE_Barnaby.pdf5JOYCE Barnaby
LAMING Andrew,2-Feb-12,2-Feb-12,Cairns,Shadow Minister - Official Business,1,265,,265,68http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/LAMING_Andrew.pdf5LAMING Andrew
MACDONALD Ian,2-Feb-12,2-Feb-12,Brisbane,Shadow Minister - Official Business,1,371,,371,33http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/MACDONALD_Ian.pdf5MACDONALD Ian
MACFARLANE Ian,2-Feb-12,2-Feb-12,Brisbane,Shadow Minister - Official Business,1,371,,371,26http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/MACFARLANE_Ian.pdf5MACFARLANE Ian
MIRABELLA Sophie,2-Feb-12,2-Feb-12,Sydney,Shadow Minister - Official Business,1,121,,121,26http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/MIRABELLA_Sophie.pdf5MIRABELLA Sophie
O'CONNOR Brendan,2-Feb-12,2-Feb-12,Cairns,Minister - Official Business,1,349,,349,47http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/O'CONNOR_Brendan.pdf5O'CONNOR Brendan
PARKE Melissa,2-Feb-12,2-Feb-12,Sydney,Electorate Business,1,363,,363,21http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/PARKE_Melissa.pdf5PARKE Melissa
RAMSEY Rowan,2-Feb-12,2-Feb-12,Ceduna,Electorate Business,1,264,,264,26http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/RAMSEY_Rowan.pdf5RAMSEY Rowan
SCULLION Nigel,2-Feb-12,2-Feb-12,Melbourne,Shadow Minister - Official Business,1,118,,118,69http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/SCULLION_Nigel.pdf5SCULLION Nigel
SECKER Patrick,2-Feb-12,2-Feb-12,Renmark,Electorate Business,1,264,,264,40http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/SECKER_Patrick.pdf5SECKER Patrick
SIDEBOTTOM Sid,2-Feb-12,2-Feb-12,Launceston,Parliamentary Secretary - Official  Business,1,349,,349,35http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/SIDEBOTTOM_Sid.pdf5SIDEBOTTOM Sid
WATERS Larissa,2-Feb-12,2-Feb-12,Melbourne,Environment and Communications,1,354,,354,19http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/WATERS_Larissa.pdf5WATERS Larissa
ZAPPIA Tony,2-Feb-12,2-Feb-12,Melbourne,Migration,1,354,,354,27http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ZAPPIA_Tony.pdf5ZAPPIA Tony
ADAMS Dick,3-Feb-12,3-Feb-12,Canberra,Library Committee,1,253,,253,26http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ADAMS_Dick.pdf5ADAMS Dick
CASH Michaelia,3-Feb-12,3-Feb-12,Launceston,Shadow Minister - Official Business,1,265,,265,47http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/CASH_Michaelia.pdf5CASH Michaelia
CHAMPION Nick,3-Feb-12,3-Feb-12,Sydney,"Foreign Affairs, Defence and Trade",-1,363,,-363**see original,27http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/CHAMPION_Nick.pdf5CHAMPION Nick
CHAMPION Nick,3-Feb-12,3-Feb-12,Sydney,"Foreign Affairs, Defence and Trade",1,363,,363,20http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/CHAMPION_Nick.pdf5CHAMPION Nick
COMBET Greg,3-Feb-12,4-Feb-12,Canberra,Minister - Official Business,2,253,,506,47http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/COMBET_Greg.pdf5COMBET Greg
GRAY Gary,3-Feb-12,3-Feb-12,Kununurra,Minister - Official Business,1,349,,349,33http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/GRAY_Gary.pdf5GRAY Gary
KELLY Mike,3-Feb-12,3-Feb-12,Parl House,Parliamentary Secretary - Official  Business,1,79,,79,138http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/KELLY_Mike.pdf5KELLY Mike
LUNDY Kate,3-Feb-12,4-Feb-12,Melbourne,Parliamentary Secretary - Official  Business,2,142,,284,52http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/LUNDY_Kate.pdf5LUNDY Kate
MCKENZIE Bridget,3-Feb-12,3-Feb-12,Melbourne,Environment and Communications,1,354,,354,62http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/MCKENZIE_Bridget.pdf5MCKENZIE Bridget
PARKE Melissa,3-Feb-12,3-Feb-12,Canberra,Electorate Business,1,253,,253**see original,28http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/PARKE_Melissa.pdf5PARKE Melissa
ROBERT Stuart,3-Feb-12,4-Feb-12,Sydney,Shadow Minister - Official Business,2,363.00,,726.00,
SCHULTZ Alby,3-Feb-12,3-Feb-12,Cowra,Electorate Business,1,240,,240,19http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/SCHULTZ_Alby.pdf5SCHULTZ Alby
SIDEBOTTOM Sid,3-Feb-12,4-Feb-12,Canberra,Parliamentary Secretary - Official  Business,2,253,,506,43http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/SIDEBOTTOM_Sid.pdf5SIDEBOTTOM Sid
SINGH Lisa,3-Feb-12,3-Feb-12,Melbourne,Electorate Business,1,354,,354,26http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/SINGH_Lisa.pdf5SINGH Lisa
SNOWDON Warren,3-Feb-12,4-Feb-12,Gold Coast,Minister - Official Business,2,349,,698,26http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/SNOWDON_Warren.pdf5SNOWDON Warren
ADAMS Dick,4-Feb-12,8-Feb-12,Canberra,Sittings of Parliament,5,253,,"1,265.00",33http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ADAMS_Dick.pdf5ADAMS Dick
ARBIB Mark,4-Feb-12,4-Feb-12,Gold Coast,Minister - Official Business,1,349,,349,33http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ARBIB_Mark.pdf8ARBIB Mark
BISHOP Mark,4-Feb-12,4-Feb-12,Canberra,Parliamentary Political Party  Meeting,1,253,,253,20http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BISHOP_Mark.pdf5BISHOP Mark
CAMERON Doug,4-Feb-12,4-Feb-12,Canberra,Parliamentary Political Party  Meeting,1,253,,253,27http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/CAMERON_Doug.pdf5CAMERON Doug
CARR Kim,4-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,6,253,,"1,518.00",34http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/CARR_Kim.pdf5CARR Kim
CASH Michaelia,4-Feb-12,6-Feb-12,Canberra,Shadow Minister - Official Business,3,253,,759,54http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/CASH_Michaelia.pdf5CASH Michaelia
CHAMPION Nick,4-Feb-12,4-Feb-12,Canberra,Parliamentary Political Party  Meeting,1,253,,253,35http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/CHAMPION_Nick.pdf5CHAMPION Nick
CROSSIN Trish,4-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,6,253,,"1,518.00",26http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/CROSSIN_Trish.pdf5CROSSIN Trish
FARRELL Don,4-Feb-12,4-Feb-12,Canberra,Parliamentary Political Party  Meeting,1,253,,253,44http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/FARRELL_Don.pdf5FARRELL Don
GALLACHER Alex,4-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,6,253,,"1,518.00",34http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/GALLACHER_Alex.pdf5GALLACHER Alex
GRIERSON Sharon,4-Feb-12,16-Feb-12,Canberra,Sittings of Parliament,13,253,,"3,289.00",19http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/GRIERSON_Sharon.pdf5GRIERSON Sharon
HALL Jill,4-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,6,253,,"1,518.00",41http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/HALL_Jill.pdf5HALL Jill
MOYLAN Judi,4-Feb-12,15-Feb-12,Canberra,Sittings of Parliament,12,253,,"3,036.00",26http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/MOYLAN_Judi.pdf5MOYLAN Judi
O'NEILL Deb,4-Feb-12,8-Feb-12,Canberra,Sittings of Parliament,5,253,,"1,265.00",26http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/O'NEILL_Deb.pdf5O'NEILL Deb
PARKE Melissa,4-Feb-12,15-Feb-12,Canberra,Sittings of Parliament,12,253,,"3,036.00",35http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/PARKE_Melissa.pdf5PARKE Melissa
PRENTICE Jane,4-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,6,253,,"1,518.00",19http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/PRENTICE_Jane.pdf5PRENTICE Jane
SLIPPER Peter,4-Feb-12,4-Feb-12,Sydney,Office Holder - Official Business,1,424,10,434,56http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/SLIPPER_Peter.pdf5SLIPPER Peter
TURNBULL Malcolm,4-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,6,253,,"1,518.00",27http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/TURNBULL_Malcolm.pdf5TURNBULL Malcolm
URQUHART Anne,4-Feb-12,8-Feb-12,Canberra,Parliamentary Political Party  Meeting,5,253,,"1,265.00",20http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/URQUHART_Anne.pdf5URQUHART Anne
ZAPPIA Tony,4-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,6,253,,"1,518.00",34http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ZAPPIA_Tony.pdf5ZAPPIA Tony
ALBANESE Anthony,5-Feb-12,8-Feb-12,Canberra,Sittings of Parliament,4,253,,"1,012.00",47http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ALBANESE_Anthony.pdf5ALBANESE Anthony
ANDREWS Kevin,5-Feb-12,8-Feb-12,Canberra,Sittings of Parliament,4,253,,"1,012.00",33http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ANDREWS_Kevin.pdf5ANDREWS Kevin
ARBIB Mark,5-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,5,253,,"1,265.00",40http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ARBIB_Mark.pdf8ARBIB Mark
BACK Chris,5-Feb-12,7-Feb-12,Canberra,Sittings of Parliament,3,253,,759,42http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BACK_Chris.pdf5BACK Chris
BERNARDI Cory,5-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,5,253,,"1,265.00",33http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BERNARDI_Cory.pdf5BERNARDI Cory
BILLSON Bruce,5-Feb-12,8-Feb-12,Canberra,Sittings of Parliament,4,253,,"1,012.00",26http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BILLSON_Bruce.pdf5BILLSON Bruce
BILYK Catryna,5-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,5,253,,"1,265.00",27http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BILYK_Catryna.pdf5BILYK Catryna
BIRD Sharon,5-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,5,253,,"1,265.00",19http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BIRD_Sharon.pdf5BIRD Sharon
BIRMINGHAM Simon,5-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,5,253,,"1,265.00",33http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BIRMINGHAM_Simon.pdf5BIRMINGHAM Simon
BISHOP Bronwyn,5-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,5,253,,"1,265.00",27http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BISHOP_Bronwyn.pdf5BISHOP Bronwyn
BISHOP Julie,5-Feb-12,8-Feb-12,Canberra,Sittings of Parliament,4,253,,"1,012.00",54http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BISHOP_Julie.pdf5BISHOP Julie
BISHOP Mark,5-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,5,253,,"1,265.00",27http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BISHOP_Mark.pdf5BISHOP Mark
BOWEN Chris,5-Feb-12,8-Feb-12,Canberra,Sittings of Parliament,4,253,,"1,012.00",41http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BOWEN_Chris.pdf5BOWEN Chris
BOYCE Sue,5-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,5,253,,"1,265.00",34http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BOYCE_Sue.pdf5BOYCE Sue
BRADBURY David,5-Feb-12,8-Feb-12,Canberra,Sittings of Parliament,4,253,,"1,012.00",19http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BRADBURY_David.pdf5BRADBURY David
BRIGGS Jamie,5-Feb-12,8-Feb-12,Canberra,Sittings of Parliament,4,253,,"1,012.00",26http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BRIGGS_Jamie.pdf5BRIGGS Jamie
BROWN Bob2,5-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,5,253,,"1,265.00",19http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BROWN_Bob2.pdf8BROWN Bob2
BURKE Anna,5-Feb-12,8-Feb-12,Canberra,Sittings of Parliament,4,253,,"1,012.00",19http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BURKE_Anna.pdf5BURKE Anna
BURKE Tony,5-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,5,253,,"1,265.00",54http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BURKE_Tony.pdf5BURKE Tony
BUTLER Mark,5-Feb-12,8-Feb-12,Canberra,Sittings of Parliament,4,253,,"1,012.00",42http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/BUTLER_Mark.pdf5BUTLER Mark
CAMERON Doug,5-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,5,253,,"1,265.00",34http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/CAMERON_Doug.pdf5CAMERON Doug
CHAMPION Nick,5-Feb-12,9-Feb-12,Canberra,Sittings of Parliament,5,253,,"1,265.00",42http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/CHAMPION_Nick.pdf5CHAMPION Nick
CHEESEMAN Darren,5-Feb-12,8-Feb-12,Canberra,Sittings of Parliament,4,253,,"1,012.00",19http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/CHEESEMAN_Darren.pdf5CHEESEMAN Darren
CHRISTENSEN George,5-Feb-12,5-Feb-12,Canberra,Parliamentary Political Party  Meeting,1,253,,253,41http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/CHRISTENSEN_George.pdf5CHRISTENSEN George
