politician,url,datefrom,dateto,details,location,rate,nights,key,amount,spouse,note,lat,lon,electorate,state,party,partygroup,house,withinelectorate,
ANDREWS Kevin,http://www.finance.gov.au/sites/default/files/P35_ANDREWS_Kevin.pdf,16-Aug-14,16-Aug-14,Minister - Official Business,Katoomba,$357.00,1,121http://www.finance.gov.au/sites/default/files/P35_ANDREWS_Kevin.pdf5P35 ANDREWS Kevin,$367.00,$10.00,,-33.7149546,150.3114074,Menzies,VIC,Liberal,Coalition,lower,no,
FIFIELD Mitch,http://www.finance.gov.au/sites/default/files/P35_FIFIELD_Mitch.pdf,16-Aug-14,16-Aug-14,Minister - Official Business,Leura,$357.00,1,114http://www.finance.gov.au/sites/default/files/P35_FIFIELD_Mitch.pdf5P35 FIFIELD Mitch,$357.00,,,-33.7125297,150.331527,,VIC,Liberal,Coalition,senate,,
ABBOTT Tony,http://www.finance.gov.au/sites/default/files/P35_ABBOTT_Tony.pdf,16-Aug-14,16-Aug-14,Prime Minister,Leura,$558.00,1,55http://www.finance.gov.au/sites/default/files/P35_ABBOTT_Tony.pdf5P35 ABBOTT Tony,$558.00,,,-33.7125297,150.331527,Warringah,NSW,Liberal,Coalition,lower,no,
O'SULLIVAN Barry,http://www.finance.gov.au/sites/default/files/P35_O'SULLIVAN_Barry.pdf,16-Aug-14,16-Aug-14,Electorate Business,Mount Isa,$306.00,1,97http://www.finance.gov.au/sites/default/files/P35_O'SULLIVAN_Barry.pdf5P35 O'SULLIVAN Barry,$306.00,,,-20.7247053,139.4974616,,QLD,National,Coalition,senate,,
WONG Penny,http://www.finance.gov.au/sites/default/files/P35_WONG_Penny.pdf,17-Aug-14,17-Aug-14,Intelligence and Security,Canberra,$268.00,1,83http://www.finance.gov.au/sites/default/files/P35_WONG_Penny.pdf5P35 WONG Penny,$268.00,,,-35.2819998,149.1286843,,SA,Labor,Labor,senate,,
NIKOLIC Andrew,http://www.finance.gov.au/sites/default/files/P35_NIKOLIC_Andrew.pdf,17-Aug-14,17-Aug-14,Intelligence and Security,Canberra,$268.00,1,41http://www.finance.gov.au/sites/default/files/P35_NIKOLIC_Andrew.pdf5P35 NIKOLIC Andrew,$268.00,,,-35.2819998,149.1286843,Bass,TAS,Liberal,Coalition,lower,no,
BYRNE Anthony,http://www.finance.gov.au/sites/default/files/P35_BYRNE_Anthony.pdf,17-Aug-14,17-Aug-14,Intelligence and Security,Canberra,$268.00,1,34http://www.finance.gov.au/sites/default/files/P35_BYRNE_Anthony.pdf5P35 BYRNE Anthony,$268.00,,,-35.2819998,149.1286843,Holt,VIC,Labor,Labor,lower,no,
BRIGGS Jamie,http://www.finance.gov.au/sites/default/files/P35_BRIGGS_Jamie.pdf,17-Aug-14,17-Aug-14,Minister - Official Business,Canberra,$268.00,1,113http://www.finance.gov.au/sites/default/files/P35_BRIGGS_Jamie.pdf5P35 BRIGGS Jamie,$268.00,,,-35.2819998,149.1286843,Mayo,SA,Liberal,Coalition,lower,no,
RONALDSON Michael,http://www.finance.gov.au/sites/default/files/P35_RONALDSON_Michael.pdf,17-Aug-14,17-Aug-14,Minister - Official Business,Canberra,$268.00,1,111http://www.finance.gov.au/sites/default/files/P35_RONALDSON_Michael.pdf5P35 RONALDSON Michael,$268.00,,,-35.2819998,149.1286843,,VIC,Liberal,Coalition,senate,,
MCLUCAS Jan,http://www.finance.gov.au/sites/default/files/P35_MCLUCAS_Jan.pdf,17-Aug-14,17-Aug-14,Parliamentary Political Party Meeting,Canberra,$268.00,1,83http://www.finance.gov.au/sites/default/files/P35_MCLUCAS_Jan.pdf5P35 MCLUCAS Jan,$268.00,,,-35.2819998,149.1286843,,QLD,Labor,Labor,senate,,
ZAPPIA Tony,http://www.finance.gov.au/sites/default/files/P35_ZAPPIA_Tony.pdf,17-Aug-14,17-Aug-14,Parliamentary Political Party Meeting,Canberra,$268.00,1,48http://www.finance.gov.au/sites/default/files/P35_ZAPPIA_Tony.pdf5P35 ZAPPIA Tony,$268.00,,,-35.2819998,149.1286843,Makin,SA,Labor,Labor,lower,no,
O'CONNOR Brendan,http://www.finance.gov.au/sites/default/files/P35_O'CONNOR_Brendan.pdf,17-Aug-14,17-Aug-14,Parliamentary Political Party Meeting,Canberra,$268.00,1,83http://www.finance.gov.au/sites/default/files/P35_O'CONNOR_Brendan.pdf5P35 O'CONNOR Brendan,$268.00,,,-35.2819998,149.1286843,Gorton,VIC,Labor,Labor,lower,no,
TEHAN Dan,http://www.finance.gov.au/sites/default/files/P35_TEHAN_Dan.pdf,17-Aug-14,17-Aug-14,Chair Parl Committee on Committee  Business,Canberra,$268.00,1,50http://www.finance.gov.au/sites/default/files/P35_TEHAN_Dan.pdf5P35 TEHAN Dan,$268.00,,,-35.2819998,149.1286843,Wannon,VIC,Liberal,Coalition,lower,no,
RISHWORTH Amanda,http://www.finance.gov.au/sites/default/files/P35_RISHWORTH_Amanda.pdf,17-Aug-14,17-Aug-14,Shadow Minister - Official Business,Wollongong,$282.00,1,69http://www.finance.gov.au/sites/default/files/P35_RISHWORTH_Amanda.pdf5P35 RISHWORTH Amanda,$282.00,,,-34.4250728,150.8931494,Kingston,SA,Labor,Labor,lower,no,
ANDREWS Kevin,http://www.finance.gov.au/sites/default/files/P35_ANDREWS_Kevin.pdf,17-Aug-14,17-Aug-14,Minister - Official Business,Sydney,$432.00,1,129http://www.finance.gov.au/sites/default/files/P35_ANDREWS_Kevin.pdf5P35 ANDREWS Kevin,$442.00,$10.00,,-33.8674869,151.2069902,Menzies,VIC,Liberal,Coalition,lower,no,
ROBB Andrew,http://www.finance.gov.au/sites/default/files/P35_ROBB_Andrew.pdf,17-Aug-14,17-Aug-14,Minister - Official Business,Sydney,$432.00,1,55http://www.finance.gov.au/sites/default/files/P35_ROBB_Andrew.pdf5P35 ROBB Andrew,$432.00,,,-33.8674869,151.2069902,Goldstein,VIC,Liberal,Coalition,lower,no,
CASH Michaelia,http://www.finance.gov.au/sites/default/files/P35_CASH_Michaelia.pdf,17-Aug-14,17-Aug-14,Minister - Official Business,Sydney,$432.00,1,62http://www.finance.gov.au/sites/default/files/P35_CASH_Michaelia.pdf5P35 CASH Michaelia,$432.00,,,-33.8674869,151.2069902,,WA,Liberal,Coalition,senate,,
BACK Chris,http://www.finance.gov.au/sites/default/files/P35_BACK_Chris.pdf,17-Aug-14,17-Aug-14,Electorate Business,Gold Coast,$295.00,1,62http://www.finance.gov.au/sites/default/files/P35_BACK_Chris.pdf5P35 BACK Chris,$295.00,,,-28.0172605,153.4256987,,WA,Liberal,Coalition,senate,,
COLBECK Richard,http://www.finance.gov.au/sites/default/files/P35_COLBECK_Richard.pdf,17-Aug-14,17-Aug-14,Parliamentary Secretary - Official Business,Brisbane,$419.00,1,111http://www.finance.gov.au/sites/default/files/P35_COLBECK_Richard.pdf5P35 COLBECK Richard,$419.00,,,-27.4710107,153.0234489,,TAS,Liberal,Coalition,senate,,
CHRISTENSEN George,http://www.finance.gov.au/sites/default/files/P35_CHRISTENSEN_George.pdf,17-Aug-14,17-Aug-14,Electorate Business,Townsville,$278.00,1,62http://www.finance.gov.au/sites/default/files/P35_CHRISTENSEN_George.pdf5P35 CHRISTENSEN George,$278.00,,,-19.2576223,146.8178787,Dawson,QLD,National,Coalition,lower,no,
SUDMALIS Ann,http://www.finance.gov.au/sites/default/files/P35_SUDMALIS_Ann.pdf,17-Aug-14,17-Aug-14,Electorate Business,Darwin,$415.00,1,41http://www.finance.gov.au/sites/default/files/P35_SUDMALIS_Ann.pdf5P35 SUDMALIS Ann,$415.00,,,-12.4628271,130.8417772,Gilmore,NSW,Liberal,Coalition,lower,no,
ANDREWS Karen,http://www.finance.gov.au/sites/default/files/P35_ANDREWS_Karen.pdf,17-Aug-14,17-Aug-14,Public Works,Darwin,$415.00,1,48http://www.finance.gov.au/sites/default/files/P35_ANDREWS_Karen.pdf5P35 ANDREWS Karen,$415.00,,,-12.4628271,130.8417772,McPherson,QLD,Liberal,Coalition,lower,no,
GOODENOUGH Ian,http://www.finance.gov.au/sites/default/files/P35_GOODENOUGH_Ian.pdf,17-Aug-14,17-Aug-14,Public Works,Darwin,$415.00,1,41http://www.finance.gov.au/sites/default/files/P35_GOODENOUGH_Ian.pdf5P35 GOODENOUGH Ian,$415.00,,,-12.4628271,130.8417772,Moore,WA,Liberal,Coalition,lower,no,
KING Catherine,http://www.finance.gov.au/sites/default/files/P35_KING_Catherine.pdf,17-Aug-14,17-Aug-14,Shadow Minister - Official Business,Darwin,$415.00,1,69http://www.finance.gov.au/sites/default/files/P35_KING_Catherine.pdf5P35 KING Catherine,$415.00,,,-12.4628271,130.8417772,Ballarat,VIC,Labor,Labor,lower,no,
MCKENZIE Bridget,http://www.finance.gov.au/sites/default/files/P35_MCKENZIE_Bridget.pdf,17-Aug-14,17-Aug-14,Chair Parl Committee on Committee  Business,Darwin,$415.00,1,86http://www.finance.gov.au/sites/default/files/P35_MCKENZIE_Bridget.pdf5P35 MCKENZIE Bridget,$415.00,,,-12.4628271,130.8417772,,VIC,National,Coalition,senate,,
MOORE Claire,http://www.finance.gov.au/sites/default/files/P35_MOORE_Claire.pdf,17-Aug-14,18-Aug-14,Community Affairs,Canberra,$268.00,2,111http://www.finance.gov.au/sites/default/files/P35_MOORE_Claire.pdf5P35 MOORE Claire,$536.00,,,-35.2819998,149.1286843,,QLD,Labor,Labor,senate,,
BROWN Carol,http://www.finance.gov.au/sites/default/files/P35_BROWN_Carol.pdf,17-Aug-14,18-Aug-14,Community Affairs,Canberra,$268.00,2,41http://www.finance.gov.au/sites/default/files/P35_BROWN_Carol.pdf5P35 BROWN Carol,$536.00,,,-35.2819998,149.1286843,,TAS,Labor,Labor,senate,,
REYNOLDS Linda,http://www.finance.gov.au/sites/default/files/P35_REYNOLDS_Linda.pdf,17-Aug-14,18-Aug-14,Community Affairs,Canberra,$268.00,2,76http://www.finance.gov.au/sites/default/files/P35_REYNOLDS_Linda.pdf5P35 REYNOLDS Linda,$536.00,,,-35.2819998,149.1286843,,WA,Liberal,Coalition,senate,,
CARR Kim,http://www.finance.gov.au/sites/default/files/P35_CARR_Kim.pdf,17-Aug-14,18-Aug-14,Parliamentary Political Party Meeting,Canberra,$268.00,2,76http://www.finance.gov.au/sites/default/files/P35_CARR_Kim.pdf5P35 CARR Kim,$536.00,,,-35.2819998,149.1286843,,VIC,Labor,Labor,senate,,
COLLINS Jacinta,http://www.finance.gov.au/sites/default/files/P35_COLLINS_Jacinta.pdf,17-Aug-14,18-Aug-14,Parliamentary Political Party Meeting,Canberra,$268.00,2,42http://www.finance.gov.au/sites/default/files/P35_COLLINS_Jacinta.pdf5P35 COLLINS Jacinta,$536.00,,,-35.2819998,149.1286843,,VIC,Labor,Labor,senate,,
BISHOP Julie,http://www.finance.gov.au/sites/default/files/P35_BISHOP_Julie.pdf,17-Aug-14,18-Aug-14,Minister - Official Business,Sydney,$432.00,2,83http://www.finance.gov.au/sites/default/files/P35_BISHOP_Julie.pdf5P35 BISHOP Julie,$864.00,,,-33.8674869,151.2069902,Curtin,WA,Liberal,Coalition,lower,no,
MACDONALD Ian,http://www.finance.gov.au/sites/default/files/P35_MACDONALD_Ian.pdf,17-Aug-14,18-Aug-14,Northern Australia,Darwin,$415.00,2,99http://www.finance.gov.au/sites/default/files/P35_MACDONALD_Ian.pdf5P35 MACDONALD Ian,$830.00,,,-12.4628271,130.8417772,,QLD,Liberal,Coalition,senate,,
MACTIERNAN Alannah,http://www.finance.gov.au/sites/default/files/P35_MACTIERNAN_Alannah.pdf,17-Aug-14,18-Aug-14,Northern Australia,Darwin,$415.00,2,50http://www.finance.gov.au/sites/default/files/P35_MACTIERNAN_Alannah.pdf5P35 MACTIERNAN Alannah,$830.00,,,-12.4628271,130.8417772,Perth,WA,Labor,Labor,lower,no,
GALLACHER Alex,http://www.finance.gov.au/sites/default/files/P35_GALLACHER_Alex.pdf,17-Aug-14,18-Aug-14,Public Works,Darwin,$85.00,2,55http://www.finance.gov.au/sites/default/files/P35_GALLACHER_Alex.pdf5P35 GALLACHER Alex,$170.00,,,-12.4628271,130.8417772,,SA,Labor,Labor,senate,,
ENTSCH Warren,http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf,17-Aug-14,18-Aug-14,Chair Parl Committee on Committee  Business,Darwin,$415.00,2,58http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf5P35 ENTSCH Warren,$830.00,,,-12.4628271,130.8417772,Leichhardt,QLD,Liberal,Coalition,lower,no,
MILNE Christine,http://www.finance.gov.au/sites/default/files/P35_MILNE_Christine.pdf,17-Aug-14,19-Aug-14,Party Leader - Official Business,Sydney,$144.00,3,90http://www.finance.gov.au/sites/default/files/P35_MILNE_Christine.pdf5P35 MILNE Christine,$432.00,,,-33.8674869,151.2069902,,TAS,Greens,Greens,senate,,
SNOWDON Warren,http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf,17-Aug-14,19-Aug-14,Shadow Parliamentary Secretary - Official  Business,Darwin,$415.00,3,79http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf5P35 SNOWDON Warren,"$1,245.00",,,-12.4628271,130.8417772,Lingiari,NT,Labor,Labor,lower,no,
HOCKEY Joe,http://www.finance.gov.au/sites/default/files/P35_HOCKEY_Joe.pdf,18-Aug-14,18-Aug-14,Minister - Official Business,Avalon,$357.00,1,83http://www.finance.gov.au/sites/default/files/P35_HOCKEY_Joe.pdf5P35 HOCKEY Joe,$357.00,,,-38.0261311,144.4734439,North Sydney,NSW,Liberal,Coalition,lower,no,
JOYCE Barnaby,http://www.finance.gov.au/sites/default/files/P35_JOYCE_Barnaby1.pdf,18-Aug-14,18-Aug-14,Minister - Official Business,Melbourne,$432.00,1,104http://www.finance.gov.au/sites/default/files/P35_JOYCE_Barnaby1.pdf5P35 JOYCE Barnaby1,$432.00,,,-37.814107,144.96328,New England,NSW,National,Coalition,lower,no,
SCULLION Nigel,http://www.finance.gov.au/sites/default/files/P35_SCULLION_Nigel.pdf,18-Aug-14,18-Aug-14,Minister - Official Business,Melbourne,$432.00,1,118http://www.finance.gov.au/sites/default/files/P35_SCULLION_Nigel.pdf5P35 SCULLION Nigel,$432.00,,,-37.814107,144.96328,,NT,CLP,CLP,senate,,
MACFARLANE Ian,http://www.finance.gov.au/sites/default/files/P35_MACFARLANE_Ian.pdf,18-Aug-14,18-Aug-14,Minister - Official Business,Melbourne,$432.00,1,118http://www.finance.gov.au/sites/default/files/P35_MACFARLANE_Ian.pdf5P35 MACFARLANE Ian,$432.00,,,-37.814107,144.96328,Groom,QLD,Liberal,Coalition,lower,no,
BRIGGS Jamie,http://www.finance.gov.au/sites/default/files/P35_BRIGGS_Jamie.pdf,18-Aug-14,18-Aug-14,Minister - Official Business,Melbourne,$432.00,1,120http://www.finance.gov.au/sites/default/files/P35_BRIGGS_Jamie.pdf5P35 BRIGGS Jamie,$432.00,,,-37.814107,144.96328,Mayo,SA,Liberal,Coalition,lower,no,
CORMANN Mathias,http://www.finance.gov.au/sites/default/files/P35_CORMANN_Mathias0.pdf,18-Aug-14,18-Aug-14,Minister - Official Business,Melbourne,$432.00,1,63http://www.finance.gov.au/sites/default/files/P35_CORMANN_Mathias0.pdf5P35 CORMANN Mathias0,$432.00,,,-37.814107,144.96328,,WA,Liberal,Coalition,senate,,
JOHNSTON David,http://www.finance.gov.au/sites/default/files/P35_JOHNSTON_David.pdf,18-Aug-14,18-Aug-14,Minister - Official Business,Melbourne,$432.00,1,83http://www.finance.gov.au/sites/default/files/P35_JOHNSTON_David.pdf5P35 JOHNSTON David,$432.00,,,-37.814107,144.96328,,WA,Liberal,Coalition,senate,,
ABBOTT Tony,http://www.finance.gov.au/sites/default/files/P35_ABBOTT_Tony.pdf,18-Aug-14,18-Aug-14,Prime Minister,Melbourne,$558.00,1,62http://www.finance.gov.au/sites/default/files/P35_ABBOTT_Tony.pdf5P35 ABBOTT Tony,$558.00,,,-37.814107,144.96328,Warringah,NSW,Liberal,Coalition,lower,no,
WILSON Rick,http://www.finance.gov.au/sites/default/files/P35_WILSON_Rick.pdf,18-Aug-14,18-Aug-14,Electorate Business,Hopetoun,$253.00,1,104http://www.finance.gov.au/sites/default/files/P35_WILSON_Rick.pdf5P35 WILSON Rick,$253.00,,,-35.7277152,142.3635906,O'Connor,WA,Liberal,Coalition,lower,no,
MCLUCAS Jan,http://www.finance.gov.au/sites/default/files/P35_MCLUCAS_Jan.pdf,18-Aug-14,18-Aug-14,Community Affairs,Canberra,$268.00,1,90http://www.finance.gov.au/sites/default/files/P35_MCLUCAS_Jan.pdf5P35 MCLUCAS Jan,$268.00,,,-35.2819998,149.1286843,,QLD,Labor,Labor,senate,,
DI NATALE Richard,http://www.finance.gov.au/sites/default/files/P35_DI_NATALE_Richard.pdf,18-Aug-14,18-Aug-14,Community Affairs,Canberra,$268.00,1,62http://www.finance.gov.au/sites/default/files/P35_DI_NATALE_Richard.pdf5P35 DI NATALE Richard,$268.00,,,-35.2819998,149.1286843,,VIC,Greens,Greens,senate,,
SMITH Dean,http://www.finance.gov.au/sites/default/files/P35_SMITH_Dean.pdf,18-Aug-14,18-Aug-14,Community Affairs,Canberra,$268.00,1,76http://www.finance.gov.au/sites/default/files/P35_SMITH_Dean.pdf5P35 SMITH Dean,$268.00,,,-35.2819998,149.1286843,,WA,Liberal,Coalition,senate,,
FAWCETT David,http://www.finance.gov.au/sites/default/files/P35_FAWCETT_David.pdf,18-Aug-14,18-Aug-14,Intelligence and Security,Canberra,$268.00,1,41http://www.finance.gov.au/sites/default/files/P35_FAWCETT_David.pdf5P35 FAWCETT David,$268.00,,,-35.2819998,149.1286843,,SA,Liberal,Coalition,senate,,
FEENEY David,http://www.finance.gov.au/sites/default/files/P35_FEENEY_David.pdf,18-Aug-14,18-Aug-14,Shadow Minister - Official Business,Canberra,$268.00,1,27http://www.finance.gov.au/sites/default/files/P35_FEENEY_David.pdf5P35 FEENEY David,$268.00,,,-35.2819998,149.1286843,Batman,VIC,Labor,Labor,lower,no,
TRUSS Warren,http://www.finance.gov.au/sites/default/files/P35_TRUSS_Warren.pdf,18-Aug-14,18-Aug-14,Deputy Prime Minister - Official Business,Sydney,$432.00,1,104http://www.finance.gov.au/sites/default/files/P35_TRUSS_Warren.pdf5P35 TRUSS Warren,$432.00,,,-33.8674869,151.2069902,Wide Bay,QLD,National,Coalition,lower,no,
WONG Penny,http://www.finance.gov.au/sites/default/files/P35_WONG_Penny.pdf,18-Aug-14,18-Aug-14,Leader of the Opposition - Official Business,Sydney,$432.00,1,90http://www.finance.gov.au/sites/default/files/P35_WONG_Penny.pdf5P35 WONG Penny,$432.00,,,-33.8674869,151.2069902,,SA,Labor,Labor,senate,,
BRANDIS George,http://www.finance.gov.au/sites/default/files/P35_BRANDIS_George.pdf,18-Aug-14,18-Aug-14,Minister - Official Business,Sydney,$432.00,1,125http://www.finance.gov.au/sites/default/files/P35_BRANDIS_George.pdf5P35 BRANDIS George,$432.00,,,-33.8674869,151.2069902,,QLD,Liberal,Coalition,senate,,
ABETZ Eric,http://www.finance.gov.au/sites/default/files/P35_ABETZ_Eric.pdf,18-Aug-14,18-Aug-14,Minister - Official Business,Sydney,$432.00,1,107http://www.finance.gov.au/sites/default/files/P35_ABETZ_Eric.pdf5P35 ABETZ Eric,$432.00,,,-33.8674869,151.2069902,,TAS,Liberal,Coalition,senate,,
RONALDSON Michael,http://www.finance.gov.au/sites/default/files/P35_RONALDSON_Michael.pdf,18-Aug-14,18-Aug-14,Minister - Official Business,Sydney,$432.00,1,118http://www.finance.gov.au/sites/default/files/P35_RONALDSON_Michael.pdf5P35 RONALDSON Michael,$432.00,,,-33.8674869,151.2069902,,VIC,Liberal,Coalition,senate,,
FRYDENBERG Josh,http://www.finance.gov.au/sites/default/files/P35_FRYDENBERG_Josh.pdf,18-Aug-14,18-Aug-14,Parliamentary Secretary - Official Business,Sydney,$432.00,1,27http://www.finance.gov.au/sites/default/files/P35_FRYDENBERG_Josh.pdf5P35 FRYDENBERG Josh,$432.00,,,-33.8674869,151.2069902,Kooyong,VIC,Liberal,Coalition,lower,no,
O'NEIL Clare,http://www.finance.gov.au/sites/default/files/P35_O'NEIL_Clare.pdf,18-Aug-14,18-Aug-14,Electorate Business,Perth,$401.00,1,27http://www.finance.gov.au/sites/default/files/P35_O'NEIL_Clare.pdf5P35 O'NEIL Clare,$401.00,,,-31.9535132,115.8570471,Hotham,VIC,Labor,Labor,lower,no,
BISHOP Bronwyn,http://www.finance.gov.au/sites/default/files/P35_BISHOP_Bronwyn.pdf,18-Aug-14,18-Aug-14,Speaker - Official Business,Brisbane,$419.00,1,133http://www.finance.gov.au/sites/default/files/P35_BISHOP_Bronwyn.pdf5P35 BISHOP Bronwyn,$419.00,,,-27.4710107,153.0234489,Mackellar,NSW,Liberal,Coalition,lower,no,
CONROY Stephen,http://www.finance.gov.au/sites/default/files/P35_CONROY_Stephen.pdf,18-Aug-14,18-Aug-14,Deputy Leader of the Opposition in the  Senate - Official Business,Brisbane,$419.00,1,50http://www.finance.gov.au/sites/default/files/P35_CONROY_Stephen.pdf5P35 CONROY Stephen,$419.00,,,-27.4710107,153.0234489,,VIC,Labor,Labor,senate,,
PAYNE Marise,http://www.finance.gov.au/sites/default/files/P35_PAYNE_Marise.pdf,18-Aug-14,18-Aug-14,Minister - Official Business,Townsville,$357.00,1,48http://www.finance.gov.au/sites/default/files/P35_PAYNE_Marise.pdf5P35 PAYNE Marise,$357.00,,,-19.2576223,146.8178787,,NSW,Liberal,Coalition,senate,,
PERIS Nova,http://www.finance.gov.au/sites/default/files/P35_PERIS_Nova.pdf,18-Aug-14,18-Aug-14,Constitutional Recognition of Aboriginal  and Torres Strait Islander Peoples,Katherine,$280.00,1,78http://www.finance.gov.au/sites/default/files/P35_PERIS_Nova.pdf5P35 PERIS Nova,$280.00,,,-14.4649669,132.2642561,,NT,Labor,Labor,senate,,
MCKENZIE Bridget,http://www.finance.gov.au/sites/default/files/P35_MCKENZIE_Bridget.pdf,18-Aug-14,18-Aug-14,Constitutional Recognition of Aboriginal  and Torres Strait Islander Peoples,Katherine,$280.00,1,94http://www.finance.gov.au/sites/default/files/P35_MCKENZIE_Bridget.pdf5P35 MCKENZIE Bridget,$280.00,,,-14.4649669,132.2642561,,VIC,National,Coalition,senate,,
WYATT Ken,http://www.finance.gov.au/sites/default/files/P35_WYATT_Ken.pdf,18-Aug-14,18-Aug-14,Constitutional Recognition of Aboriginal  and Torres Strait Islander Peoples,Katherine,$280.00,1,98http://www.finance.gov.au/sites/default/files/P35_WYATT_Ken.pdf5P35 WYATT Ken,$280.00,,,-14.4649669,132.2642561,Hasluck,WA,Liberal,Coalition,lower,no,
TUDGE Alan,http://www.finance.gov.au/sites/default/files/P35_TUDGE_Alan.pdf,18-Aug-14,18-Aug-14,Parliamentary Secretary - Official Business,Darwin,$451.00,1,62http://www.finance.gov.au/sites/default/files/P35_TUDGE_Alan.pdf5P35 TUDGE Alan,$451.00,,,-12.4628271,130.8417772,Aston,VIC,Liberal,Coalition,lower,no,
HANSON-YOUNG Sarah,http://www.finance.gov.au/sites/default/files/P35_HANSON-YOUNG_Sarah.pdf,18-Aug-14,19-Aug-14,Electorate Business,Melbourne,$374.00,2,34http://www.finance.gov.au/sites/default/files/P35_HANSON-YOUNG_Sarah.pdf5P35 HANSON-YOUNG Sarah,$748.00,,,-37.814107,144.96328,,SA,Greens,Greens,senate,,
LEY Sussan,http://www.finance.gov.au/sites/default/files/P35_LEY_Sussan.pdf,18-Aug-14,19-Aug-14,Minister - Official Business,Melbourne,$432.00,2,127http://www.finance.gov.au/sites/default/files/P35_LEY_Sussan.pdf5P35 LEY Sussan,$864.00,,,-37.814107,144.96328,Farrer,NSW,Liberal,Coalition,lower,no,
MORRISON Scott,http://www.finance.gov.au/sites/default/files/P35_MORRISON_Scott.pdf,18-Aug-14,19-Aug-14,Minister - Official Business,Melbourne,$432.00,2,41http://www.finance.gov.au/sites/default/files/P35_MORRISON_Scott.pdf5P35 MORRISON Scott,$864.00,,,-37.814107,144.96328,Cook,NSW,Liberal,Coalition,lower,no,
FITZGIBBON Joel,http://www.finance.gov.au/sites/default/files/P35_FITZGIBBON_Joel.pdf,18-Aug-14,19-Aug-14,Shadow Minister - Official Business,Canberra,$268.00,2,69http://www.finance.gov.au/sites/default/files/P35_FITZGIBBON_Joel.pdf5P35 FITZGIBBON Joel,$536.00,,,-35.2819998,149.1286843,Hunter,NSW,Labor,Labor,lower,no,
